*** COUNTS ***
6234×2 DataFrame
  Row │ PM          N
      │ String15    Int64
──────┼───────────────────
 1796 │ 1997/11/26      1
 1797 │ 1997/12/05      1
 1798 │ 1997/12/13      3
 1799 │ 1997/12/24      2
 1800 │ 1997/12/31      3
 1801 │ 1998/01/07      1
 1802 │ 1998/01/09      1
 1803 │ 1998/01/10      1
 1804 │ 1998/01/20      1
 1805 │ 1998/01/22      3
 1806 │ 1998/01/24      1
 1807 │ 1998/01/28      1
 1808 │ 1998/01/31      2
 1809 │ 1998/02/12      2
 1810 │ 1998/02/14      1
 1811 │ 1998/02/17      1
 1812 │ 1998/02/18      1
 1813 │ 1998/02/21      3
 1814 │ 1998/02/25      2
 1815 │ 1998/03/03      2
 1816 │ 1998/03/06      2
 1817 │ 1998/03/12      2
 1818 │ 1998/03/14      1
 1819 │ 1998/03/20      1
 1820 │ 1998/03/21      2
 1821 │ 1998/03/28      2
 1822 │ 1998/03/31      1
 1823 │ 1998/04/04      2
 1824 │ 1998/04/07      2
 1825 │ 1998/04/16      3
 1826 │ 1998/04/29      4
 1827 │ 1998/05/02      1
 1828 │ 1998/05/06      1
 1829 │ 1998/05/15      1
 1830 │ 1998/05/16      2
 1831 │ 1998/05/20      4
 1832 │ 1998/05/22      7
 1833 │ 1998/05/23      2
 1834 │ 1998/05/26      1
 1835 │ 1998/05/28      2
 1836 │ 1998/05/29      1
 1837 │ 1998/06/04      1
 1838 │ 1998/06/06      1
 1839 │ 1998/06/11      2
 1840 │ 1998/06/12      1
 1841 │ 1998/06/13      2
 1842 │ 1998/06/17      1
 1843 │ 1998/06/25      1
 1844 │ 1998/06/30      3
 1845 │ 1998/07/01      1
 1846 │ 1998/07/03      1
 1847 │ 1998/07/11      1
 1848 │ 1998/07/17      1
 1849 │ 1998/07/21      1
 1850 │ 1998/07/22      1
 1851 │ 1998/07/24      1
 1852 │ 1998/07/25      1
 1853 │ 1998/07/31      1
 1854 │ 1998/08/01      3
 1855 │ 1998/08/05      1
 1856 │ 1998/08/06      3
 1857 │ 1998/08/07      2
 1858 │ 1998/08/13      1
 1859 │ 1998/08/14      1
 1860 │ 1998/08/26      5
 1861 │ 1998/08/29      3
 1862 │ 1998/09/05      1
 1863 │ 1998/09/15      1
 1864 │ 1998/09/16      3
 1865 │ 1998/09/17      1
 1866 │ 1998/09/18      4
 1867 │ 1998/09/19      2
 1868 │ 1998/09/24      1
 1869 │ 1998/09/29      1
 1870 │ 1998/10/09      1
 1871 │ 1998/10/15      5
 1872 │ 1998/10/17      3
 1873 │ 1998/10/21      2
 1874 │ 1998/10/22      3
 1875 │ 1998/10/24      3
 1876 │ 1998/10/30      1
 1877 │ 1998/11/03      1
 1878 │ 1998/11/04      1
 1879 │ 1998/11/07      2
 1880 │ 1998/11/11      2
 1881 │ 1998/11/12      1
 1882 │ 1998/11/17      1
 1883 │ 1998/11/20      5
 1884 │ 1998/11/24      1
 1885 │ 1998/11/26      4
 1886 │ 1998/12/04      1
 1887 │ 1998/12/05      1
 1888 │ 1998/12/09      2
 1889 │ 1998/12/10      1
 1890 │ 1998/12/16      1
 1891 │ 1998/12/18      1
 1892 │ 1998/12/19      1
 1893 │ 1998/12/24      2
 1894 │ 1998/12/29      2
 1895 │ 1998/12/30      1
 1896 │ 1999/01/08      1
 1897 │ 1999/01/12      2
 1898 │ 1999/01/14      1
 1899 │ 1999/01/15      2
 1900 │ 1999/01/19      4
 1901 │ 1999/01/23      1
 1902 │ 1999/01/26      1
 1903 │ 1999/01/27      1
 1904 │ 1999/01/28      2
 1905 │ 1999/01/30      1
 1906 │ 1999/02/04      1
 1907 │ 1999/02/10      3
 1908 │ 1999/02/13      1
 1909 │ 1999/02/16      1
 1910 │ 1999/02/17      1
 1911 │ 1999/02/19      1
 1912 │ 1999/02/23      2
 1913 │ 1999/02/24      2
 1914 │ 1999/02/26      2
 1915 │ 1999/03/02      1
 1916 │ 1999/03/04      1
 1917 │ 1999/03/06      3
 1918 │ 1999/03/09      1
 1919 │ 1999/03/12      2
 1920 │ 1999/03/17      3
 1921 │ 1999/03/19      1
 1922 │ 1999/03/20      2
 1923 │ 1999/03/23      3
 1924 │ 1999/03/24      3
 1925 │ 1999/03/25      3
 1926 │ 1999/04/03      1
 1927 │ 1999/04/06      2
 1928 │ 1999/04/08      2
 1929 │ 1999/04/13      1
 1930 │ 1999/04/14      3
 1931 │ 1999/04/16      1
 1932 │ 1999/04/20      3
 1933 │ 1999/04/21      1
 1934 │ 1999/04/23      2
 1935 │ 1999/04/29      1
 1936 │ 1999/05/01      2
 1937 │ 1999/05/04      3
 1938 │ 1999/05/05      4
 1939 │ 1999/05/11      3
 1940 │ 1999/05/13      1
 1941 │ 1999/05/14      1
 1942 │ 1999/05/18      2
 1943 │ 1999/05/20      2
 1944 │ 1999/05/25      2
 1945 │ 1999/05/26      1
 1946 │ 1999/06/03      2
 1947 │ 1999/06/11      1
 1948 │ 1999/06/12      1
 1949 │ 1999/06/15      1
 1950 │ 1999/06/16      1
 1951 │ 1999/06/23      1
 1952 │ 1999/06/24      1
 1953 │ 1999/07/01      4
 1954 │ 1999/07/02      2
 1955 │ 1999/07/09      1
 1956 │ 1999/07/10      2
 1957 │ 1999/07/15      1
 1958 │ 1999/07/17      2
 1959 │ 1999/07/20      3
 1960 │ 1999/07/21      1
 1961 │ 1999/07/22      2
 1962 │ 1999/07/23      1
 1963 │ 1999/07/27      2
 1964 │ 1999/07/29      1
 1965 │ 1999/07/30      1
 1966 │ 1999/08/04      1
 1967 │ 1999/08/05      1
 1968 │ 1999/08/06      1
 1969 │ 1999/08/07      2
 1970 │ 1999/08/10      2
 1971 │ 1999/08/18      1
 1972 │ 1999/08/24      6
 1973 │ 1999/08/28      1
 1974 │ 1999/09/03      1
 1975 │ 1999/09/04      1
 1976 │ 1999/09/07      3
 1977 │ 1999/09/08      1
 1978 │ 1999/09/09      1
 1979 │ 1999/09/14      2
 1980 │ 1999/09/15      1
 1981 │ 1999/09/17      2
 1982 │ 1999/09/18      1
 1983 │ 1999/09/24      2
 1984 │ 1999/09/25      1
 1985 │ 1999/09/28      2
 1986 │ 1999/09/29      2
 1987 │ 1999/10/03      1
 1988 │ 1999/10/06      1
 1989 │ 1999/10/08      3
 1990 │ 1999/10/16      1
 1991 │ 1999/10/19      2
 1992 │ 1999/10/21      1
 1993 │ 1999/10/26      7
 1994 │ 1999/10/27      1
 1995 │ 1999/10/28      1
 1996 │ 1999/10/30      2
 1997 │ 1999/11/02      2
 1998 │ 1999/11/05      6
 1999 │ 1999/11/07      1
 2000 │ 1999/11/24      4
 2001 │ 1999/11/26      2
 2002 │ 1999/11/27      1
 2003 │ 1999/12/10      2
 2004 │ 1999/12/11      4
 2005 │ 1999/12/20      1
 2006 │ 1999/12/22      2
 2007 │ 1999/12/23      1
 2008 │ 1999/12/28      1
 2009 │ 1999/12/30      1
 2010 │ 2000/01/01      2
 2011 │ 2000/01/05      3
 2012 │ 2000/01/06      2
 2013 │ 2000/01/08      1
 2014 │ 2000/01/11      4
 2015 │ 2000/01/14      1
 2016 │ 2000/01/15      2
 2017 │ 2000/01/25      2
 2018 │ 2000/01/27      1
 2019 │ 2000/01/29      2
 2020 │ 2000/02/01      2
 2021 │ 2000/02/02      1
 2022 │ 2000/02/05      2
 2023 │ 2000/02/10      2
 2024 │ 2000/02/11      2
 2025 │ 2000/02/15      1
 2026 │ 2000/02/17      1
 2027 │ 2000/02/19      3
 2028 │ 2000/02/22      1
 2029 │ 2000/02/26      1
 2030 │ 2000/02/29      1
 2031 │ 2000/03/07      4
 2032 │ 2000/03/09      3
 2033 │ 2000/03/10      2
 2034 │ 2000/03/11      3
 2035 │ 2000/03/14      2
 2036 │ 2000/03/15      3
 2037 │ 2000/03/18      2
 2038 │ 2000/03/21      4
 2039 │ 2000/03/23      1
 2040 │ 2000/03/25      1
 2041 │ 2000/03/30      1
 2042 │ 2000/03/31      2
 2043 │ 2000/04/01      1
 2044 │ 2000/04/04      1
 2045 │ 2000/04/05      1
 2046 │ 2000/04/08      1
 2047 │ 2000/04/11      1
 2048 │ 2000/04/18      4
 2049 │ 2000/04/25      5
 2050 │ 2000/04/27      3
 2051 │ 2000/04/29      1
 2052 │ 2000/05/03      1
 2053 │ 2000/05/10      2
 2054 │ 2000/05/12      4
 2055 │ 2000/05/16      3
 2056 │ 2000/05/18      1
 2057 │ 2000/05/20      2
 2058 │ 2000/06/01      2
 2059 │ 2000/06/03      3
 2060 │ 2000/06/06      2
 2061 │ 2000/06/07      1
 2062 │ 2000/06/08      1
 2063 │ 2000/06/20      2
 2064 │ 2000/06/24      3
 2065 │ 2000/06/27      1
 2066 │ 2000/06/28      1
 2067 │ 2000/06/30      1
 2068 │ 2000/07/06      2
 2069 │ 2000/07/08      1
 2070 │ 2000/07/11      2
 2071 │ 2000/07/14      1
 2072 │ 2000/07/15      1
 2073 │ 2000/07/18      5
 2074 │ 2000/07/19      1
 2075 │ 2000/07/21      1
 2076 │ 2000/07/25     15
 2077 │ 2000/07/26      1
 2078 │ 2000/07/27      2
 2079 │ 2000/07/29      1
 2080 │ 2000/08/02      3
 2081 │ 2000/08/05      1
 2082 │ 2000/08/06      5
 2083 │ 2000/08/10      2
 2084 │ 2000/08/12      1
 2085 │ 2000/08/15      1
 2086 │ 2000/08/16      1
 2087 │ 2000/08/19      4
 2088 │ 2000/08/24      2
 2089 │ 2000/08/25      1
 2090 │ 2000/08/29      1
 2091 │ 2000/08/31      2
 2092 │ 2000/09/09      1
 2093 │ 2000/09/12      3
 2094 │ 2000/09/19      2
 2095 │ 2000/09/20      1
 2096 │ 2000/09/22      1
 2097 │ 2000/09/23      1
 2098 │ 2000/09/26      1
 2099 │ 2000/09/27      2
 2100 │ 2000/09/30      1
 2101 │ 2000/10/01      1
 2102 │ 2000/10/03      2
 2103 │ 2000/10/04      2
 2104 │ 2000/10/12      3
 2105 │ 2000/10/18      3
 2106 │ 2000/10/19      1
 2107 │ 2000/10/20      3
 2108 │ 2000/10/21      5
 2109 │ 2000/10/26      2
 2110 │ 2000/10/29      2
 2111 │ 2000/10/31      1
 2112 │ 2000/11/01      2
 2113 │ 2000/11/07      3
 2114 │ 2000/11/09      3
 2115 │ 2000/11/15      1
 2116 │ 2000/11/21      1
 2117 │ 2000/11/22      1
 2118 │ 2000/11/25      1
 2119 │ 2000/12/01      1
 2120 │ 2000/12/05      1
 2121 │ 2000/12/06      1
 2122 │ 2000/12/07      2
 2123 │ 2000/12/08      4
 2124 │ 2000/12/09      2
 2125 │ 2000/12/13      3
 2126 │ 2000/12/15      1
 2127 │ 2000/12/19      2
 2128 │ 2000/12/21      3
 2129 │ 2000/12/29      2
 2130 │ 2000/12/31      1
 2131 │ 2001/01/03      1
 2132 │ 2001/01/04      1
 2133 │ 2001/01/06      1
 2134 │ 2001/01/10      2
 2135 │ 2001/01/11      1
 2136 │ 2001/02/07      3
 2137 │ 2001/02/13      3
 2138 │ 2001/02/15      2
 2139 │ 2001/02/17      1
 2140 │ 2001/02/22      2
 2141 │ 2001/02/24     12
 2142 │ 2001/02/27      5
 2143 │ 2001/02/28      4
 2144 │ 2001/03/07      2
 2145 │ 2001/03/10      4
 2146 │ 2001/03/13      1
 2147 │ 2001/03/14      1
 2148 │ 2001/03/15      2
 2149 │ 2001/03/17      4
 2150 │ 2001/03/21      1
 2151 │ 2001/03/27      2
 2152 │ 2001/03/29      3
 2153 │ 2001/04/03      1
 2154 │ 2001/04/04      1
 2155 │ 2001/04/06      1
 2156 │ 2001/04/13      1
 2157 │ 2001/04/17      2
 2158 │ 2001/04/21      2
 2159 │ 2001/04/24      5
 2160 │ 2001/04/25      2
 2161 │ 2001/04/27      1
 2162 │ 2001/05/04      4
 2163 │ 2001/05/09      2
 2164 │ 2001/05/10      3
 2165 │ 2001/05/12      2
 2166 │ 2001/05/19      3
 2167 │ 2001/05/22      2
 2168 │ 2001/05/23      3
 2169 │ 2001/06/05      3
 2170 │ 2001/06/08      4
 2171 │ 2001/06/12      1
 2172 │ 2001/06/16      1
 2173 │ 2001/06/20      1
 2174 │ 2001/06/27      1
 2175 │ 2001/06/28      1
 2176 │ 2001/06/29      1
 2177 │ 2001/07/04      3
 2178 │ 2001/07/05      3
 2179 │ 2001/07/07      1
 2180 │ 2001/07/10      3
 2181 │ 2001/07/12      1
 2182 │ 2001/07/14      2
 2183 │ 2001/07/17      1
 2184 │ 2001/07/18      1
 2185 │ 2001/07/20      1
 2186 │ 2001/07/21      1
 2187 │ 2001/07/27      4
 2188 │ 2001/07/31      2
 2189 │ 2001/08/02      4
 2190 │ 2001/08/03      1
 2191 │ 2001/08/04      3
 2192 │ 2001/08/07      1
 2193 │ 2001/08/08      1
 2194 │ 2001/08/14      2
 2195 │ 2001/08/15      3
 2196 │ 2001/08/17      1
 2197 │ 2001/08/21      1
 2198 │ 2001/08/22      1
 2199 │ 2001/08/24      1
 2200 │ 2001/08/25      1
 2201 │ 2001/08/29      1
 2202 │ 2001/08/31      1
 2203 │ 2001/09/06      2
 2204 │ 2001/09/08      3
 2205 │ 2001/09/11      4
 2206 │ 2001/09/15      1
 2207 │ 2001/09/19      1
 2208 │ 2001/09/20      1
 2209 │ 2001/09/21      1
 2210 │ 2001/09/27      1
 2211 │ 2001/09/29      1
 2212 │ 2001/10/01      1
 2213 │ 2001/10/02      1
 2214 │ 2001/10/05      1
 2215 │ 2001/10/10      1
 2216 │ 2001/10/13      1
 2217 │ 2001/10/17      1
 2218 │ 2001/10/18      1
 2219 │ 2001/10/19      2
 2220 │ 2001/10/20      1
 2221 │ 2001/10/23      2
 2222 │ 2001/10/24      3
 2223 │ 2001/10/27      1
 2224 │ 2001/11/02      3
 2225 │ 2001/11/06      2
 2226 │ 2001/11/07      2
 2227 │ 2001/11/10      2
 2228 │ 2001/11/13      3
 2229 │ 2001/11/15      1
 2230 │ 2001/11/20      1
 2231 │ 2001/11/22      4
 2232 │ 2001/11/23      1
 2233 │ 2001/11/27      1
 2234 │ 2001/11/29      1
 2235 │ 2001/12/01      5
 2236 │ 2001/12/04      2
 2237 │ 2001/12/12      1
 2238 │ 2001/12/18      3
 2239 │ 2001/12/19      2
 2240 │ 2002/01/05      9
 2241 │ 2002/01/10      2
 2242 │ 2002/01/11      4
 2243 │ 2002/01/12      2
 2244 │ 2002/01/16      2
 2245 │ 2002/01/19      1
 2246 │ 2002/01/25      3
 2247 │ 2002/01/26      1
 2248 │ 2002/01/29      1
 2249 │ 2002/01/30      2
 2250 │ 2002/01/31      1
 2251 │ 2002/02/02      1
 2252 │ 2002/02/05      1
 2253 │ 2002/02/07      3
 2254 │ 2002/02/09      2
 2255 │ 2002/02/12      2
 2256 │ 2002/02/13      1
 2257 │ 2002/02/16      1
 2258 │ 2002/02/28      2
 2259 │ 2002/03/05      1
 2260 │ 2002/03/06      1
 2261 │ 2002/03/07      1
 2262 │ 2002/03/08      1
 2263 │ 2002/03/09      1
 2264 │ 2002/03/12      1
 2265 │ 2002/03/13      2
 2266 │ 2002/03/14      1
 2267 │ 2002/03/19      1
 2268 │ 2002/03/20      1
 2269 │ 2002/03/22      4
 2270 │ 2002/03/23      6
 2271 │ 2002/03/26      1
 2272 │ 2002/03/28      1
 2273 │ 2002/03/29      1
 2274 │ 2002/04/02      2
 2275 │ 2002/04/03      1
 2276 │ 2002/04/04      1
 2277 │ 2002/04/06      2
 2278 │ 2002/04/09      4
 2279 │ 2002/04/10      4
 2280 │ 2002/04/11      1
 2281 │ 2002/04/12      2
 2282 │ 2002/04/13      2
 2283 │ 2002/04/16      1
 2284 │ 2002/04/17      4
 2285 │ 2002/04/18      2
 2286 │ 2002/04/24      1
 2287 │ 2002/04/26      1
 2288 │ 2002/04/27      2
 2289 │ 2002/04/30      1
 2290 │ 2002/05/02      2
 2291 │ 2002/05/03      1
 2292 │ 2002/05/07      3
 2293 │ 2002/05/08      1
 2294 │ 2002/05/10      4
 2295 │ 2002/05/11      2
 2296 │ 2002/05/16      3
 2297 │ 2002/05/17      2
 2298 │ 2002/05/23      5
 2299 │ 2002/05/25      1
 2300 │ 2002/05/28      1
 2301 │ 2002/05/29      1
 2302 │ 2002/05/31      2
 2303 │ 2002/06/04      2
 2304 │ 2002/06/05      2
 2305 │ 2002/06/06      2
 2306 │ 2002/06/07      1
 2307 │ 2002/06/11      2
 2308 │ 2002/06/12      2
 2309 │ 2002/06/14      1
 2310 │ 2002/06/19      2
 2311 │ 2002/06/20      2
 2312 │ 2002/06/22      1
 2313 │ 2002/06/25      2
 2314 │ 2002/06/26      3
 2315 │ 2002/06/28      1
 2316 │ 2002/06/29      1
 2317 │ 2002/07/03      1
 2318 │ 2002/07/09      3
 2319 │ 2002/07/10      2
 2320 │ 2002/07/13      2
 2321 │ 2002/07/16      2
 2322 │ 2002/07/18      1
 2323 │ 2002/07/19      1
 2324 │ 2002/07/23      2
 2325 │ 2002/07/26      2
 2326 │ 2002/07/27      2
 2327 │ 2002/07/31      1
 2328 │ 2002/08/09      2
 2329 │ 2002/08/22      2
 2330 │ 2002/08/23      1
 2331 │ 2002/08/24      1
 2332 │ 2002/08/29      1
 2333 │ 2002/08/30      1
 2334 │ 2002/08/31      1
 2335 │ 2002/09/05      1
 2336 │ 2002/09/06      1
 2337 │ 2002/09/10      1
 2338 │ 2002/09/11      3
 2339 │ 2002/09/13      1
 2340 │ 2002/09/19      1
 2341 │ 2002/09/20      1
 2342 │ 2002/09/21      1
 2343 │ 2002/09/25      1
 2344 │ 2002/09/26      2
 2345 │ 2002/09/27      1
 2346 │ 2002/10/05      1
 2347 │ 2002/10/09      3
 2348 │ 2002/10/10      1
 2349 │ 2002/10/16      1
 2350 │ 2002/10/17      1
 2351 │ 2002/10/18      1
 2352 │ 2002/10/24      3
 2353 │ 2002/10/29      1
 2354 │ 2002/10/31      2
 2355 │ 2002/11/01      1
 2356 │ 2002/11/05      3
 2357 │ 2002/11/07      3
 2358 │ 2002/11/12      2
 2359 │ 2002/11/13      1
 2360 │ 2002/11/15      3
 2361 │ 2002/11/16      1
 2362 │ 2002/11/19      1
 2363 │ 2002/11/20      4
 2364 │ 2002/11/21      1
 2365 │ 2002/11/22      2
 2366 │ 2002/11/26      1
 2367 │ 2002/11/27      2
 2368 │ 2002/11/29      2
 2369 │ 2002/12/03      3
 2370 │ 2002/12/04      1
 2371 │ 2002/12/05      1
 2372 │ 2002/12/10      1
 2373 │ 2002/12/11      1
 2374 │ 2002/12/12      1
 2375 │ 2002/12/13      1
 2376 │ 2002/12/19      1
 2377 │ 2002/12/20      1
 2378 │ 2002/12/21      3
 2379 │ 2002/12/25      2
 2380 │ 2002/12/28      1
 2381 │ 2003/01/07      1
 2382 │ 2003/01/11      2
 2383 │ 2003/01/16      2
 2384 │ 2003/01/22      7
 2385 │ 2003/01/23      6
 2386 │ 2003/01/25      2
 2387 │ 2003/01/28      1
 2388 │ 2003/01/29      1
 2389 │ 2003/01/31      1
 2390 │ 2003/02/01      2
 2391 │ 2003/02/04      1
 2392 │ 2003/02/05      2
 2393 │ 2003/02/07      2
 2394 │ 2003/02/08      1
 2395 │ 2003/02/11      2
 2396 │ 2003/02/13      4
 2397 │ 2003/02/14      2
 2398 │ 2003/02/15      2
 2399 │ 2003/02/18      2
 2400 │ 2003/02/19      2
 2401 │ 2003/02/20      2
 2402 │ 2003/02/27      2
 2403 │ 2003/02/28      1
 2404 │ 2003/03/04      2
 2405 │ 2003/03/05      1
 2406 │ 2003/03/06      1
 2407 │ 2003/03/07      1
 2408 │ 2003/03/11      1
 2409 │ 2003/03/14      1
 2410 │ 2003/03/15      1
 2411 │ 2003/03/18      2
 2412 │ 2003/03/19      2
 2413 │ 2003/03/21      1
 2414 │ 2003/03/22      1
 2415 │ 2003/03/26      2
 2416 │ 2003/03/28      1
 2417 │ 2003/04/01      2
 2418 │ 2003/04/03      1
 2419 │ 2003/04/11      1
 2420 │ 2003/04/12      1
 2421 │ 2003/04/15      2
 2422 │ 2003/04/16      2
 2423 │ 2003/04/18      3
 2424 │ 2003/04/23      2
 2425 │ 2003/04/24      3
 2426 │ 2003/04/25      3
 2427 │ 2003/04/29      1
 2428 │ 2003/04/30      3
 2429 │ 2003/05/02      1
 2430 │ 2003/05/03      2
 2431 │ 2003/05/06      2
 2432 │ 2003/05/07      1
 2433 │ 2003/05/10      1
 2434 │ 2003/05/15      3
 2435 │ 2003/05/16      1
 2436 │ 2003/05/17      1
 2437 │ 2003/05/21      1
 2438 │ 2003/05/23      2
 2439 │ 2003/05/28      1
 2440 │ 2003/05/29      1
 2441 │ 2003/05/31      1
 2442 │ 2003/06/05      4
 2443 │ 2003/06/06      1
 2444 │ 2003/06/07      1
 2445 │ 2003/06/10      2
 2446 │ 2003/06/11      2
 2447 │ 2003/06/13      1
 2448 │ 2003/06/14      1
 2449 │ 2003/06/17      4
 2450 │ 2003/06/18      1
 2451 │ 2003/06/19      1
 2452 │ 2003/06/21      1
 2453 │ 2003/06/26      2
 2454 │ 2003/06/27      4
 2455 │ 2003/06/28      4
 2456 │ 2003/07/02      2
 2457 │ 2003/07/03      1
 2458 │ 2003/07/04      1
 2459 │ 2003/07/05      2
 2460 │ 2003/07/08      1
 2461 │ 2003/07/09      3
 2462 │ 2003/07/10      2
 2463 │ 2003/07/11      1
 2464 │ 2003/07/12      1
 2465 │ 2003/07/16      2
 2466 │ 2003/07/17      2
 2467 │ 2003/07/18      2
 2468 │ 2003/07/19      1
 2469 │ 2003/07/23      6
 2470 │ 2003/07/24      1
 2471 │ 2003/07/26      1
 2472 │ 2003/07/29      2
 2473 │ 2003/07/30      3
 2474 │ 2003/07/31      1
 2475 │ 2003/08/02      2
 2476 │ 2003/08/09      3
 2477 │ 2003/08/12      1
 2478 │ 2003/08/13      3
 2479 │ 2003/08/14      1
 2480 │ 2003/08/16      4
 2481 │ 2003/08/19      1
 2482 │ 2003/08/20      2
 2483 │ 2003/08/21      1
 2484 │ 2003/08/26      1
 2485 │ 2003/08/27      1
 2486 │ 2003/08/30      1
 2487 │ 2003/09/06      3
 2488 │ 2003/09/10      1
 2489 │ 2003/09/11      2
 2490 │ 2003/09/12      1
 2491 │ 2003/09/13      1
 2492 │ 2003/09/16      1
 2493 │ 2003/09/23      7
 2494 │ 2003/09/25      1
 2495 │ 2003/09/26      2
 2496 │ 2003/09/27      1
 2497 │ 2003/10/01      3
 2498 │ 2003/10/02      2
 2499 │ 2003/10/03      4
 2500 │ 2003/10/04      1
 2501 │ 2003/10/08      1
 2502 │ 2003/10/09      1
 2503 │ 2003/10/10      2
 2504 │ 2003/10/11      2
 2505 │ 2003/10/14      1
 2506 │ 2003/10/16      1
 2507 │ 2003/10/18      1
 2508 │ 2003/10/21      2
 2509 │ 2003/10/22      3
 2510 │ 2003/10/24      1
 2511 │ 2003/10/25      3
 2512 │ 2003/10/28      3
 2513 │ 2003/10/30      1
 2514 │ 2003/10/31      2
 2515 │ 2003/11/01      4
 2516 │ 2003/11/05      2
 2517 │ 2003/11/07      3
 2518 │ 2003/11/12      1
 2519 │ 2003/11/13      1
 2520 │ 2003/11/14      2
 2521 │ 2003/11/15      1
 2522 │ 2003/11/18      1
 2523 │ 2003/11/19      3
 2524 │ 2003/11/20      2
 2525 │ 2003/11/25      6
 2526 │ 2003/11/26      1
 2527 │ 2003/12/01      1
 2528 │ 2003/12/03      2
 2529 │ 2003/12/04      1
 2530 │ 2003/12/05      1
 2531 │ 2003/12/09      1
 2532 │ 2003/12/10      4
 2533 │ 2003/12/12      4
 2534 │ 2003/12/13      1
 2535 │ 2003/12/16      1
 2536 │ 2003/12/17      3
 2537 │ 2003/12/18      1
 2538 │ 2003/12/20      2
 2539 │ 2003/12/23      3
 2540 │ 2003/12/24      1
 2541 │ 2003/12/25      2
 2542 │ 2003/12/26      2
 2543 │ 2004/01/03      1
 2544 │ 2004/01/08      1
 2545 │ 2004/01/15      1
 2546 │ 2004/01/17      3
 2547 │ 2004/01/20      1
 2548 │ 2004/01/22      1
 2549 │ 2004/01/24      1
 2550 │ 2004/01/28      1
 2551 │ 2004/01/30      1
 2552 │ 2004/01/31      1
 2553 │ 2004/02/03      2
 2554 │ 2004/02/05      1
 2555 │ 2004/02/06      2
 2556 │ 2004/02/07      1
 2557 │ 2004/02/14      1
 2558 │ 2004/02/18      1
 2559 │ 2004/02/19      1
 2560 │ 2004/02/21      1
 2561 │ 2004/02/24      1
 2562 │ 2004/02/26      1
 2563 │ 2004/02/27      1
 2564 │ 2004/03/03      3
 2565 │ 2004/03/05      1
 2566 │ 2004/03/06      1
 2567 │ 2004/03/09      1
 2568 │ 2004/03/11      2
 2569 │ 2004/03/12      1
 2570 │ 2004/03/16      2
 2571 │ 2004/03/17      4
 2572 │ 2004/03/18      2
 2573 │ 2004/03/20      1
 2574 │ 2004/03/23      2
 2575 │ 2004/03/24      1
 2576 │ 2004/03/25      3
 2577 │ 2004/03/31      1
 2578 │ 2004/04/03      1
 2579 │ 2004/04/06      4
 2580 │ 2004/04/07      1
 2581 │ 2004/04/08      1
 2582 │ 2004/04/10      2
 2583 │ 2004/04/13      1
 2584 │ 2004/04/14      1
 2585 │ 2004/04/15      1
 2586 │ 2004/04/16      2
 2587 │ 2004/04/17      1
 2588 │ 2004/04/20      5
 2589 │ 2004/04/21      2
 2590 │ 2004/04/22      3
 2591 │ 2004/04/23      1
 2592 │ 2004/04/27      2
 2593 │ 2004/04/30      1
 2594 │ 2004/05/01      1
 2595 │ 2004/05/04      2
 2596 │ 2004/05/06      4
 2597 │ 2004/05/07      1
 2598 │ 2004/05/08      3
 2599 │ 2004/05/12      1
 2600 │ 2004/05/13      1
 2601 │ 2004/05/14      2
 2602 │ 2004/05/18      1
 2603 │ 2004/05/21      1
 2604 │ 2004/05/22      2
 2605 │ 2004/05/25      5
 2606 │ 2004/05/26      1
 2607 │ 2004/05/27      2
 2608 │ 2004/05/29      4
 2609 │ 2004/06/02      1
 2610 │ 2004/06/05      2
 2611 │ 2004/06/08      1
 2612 │ 2004/06/09      2
 2613 │ 2004/06/11      1
 2614 │ 2004/06/12      2
 2615 │ 2004/06/15      3
 2616 │ 2004/06/16      1
 2617 │ 2004/06/19      1
 2618 │ 2004/06/24      2
 2619 │ 2004/06/25      1
 2620 │ 2004/06/26      1
 2621 │ 2004/06/29      2
 2622 │ 2004/07/01      1
 2623 │ 2004/07/03      3
 2624 │ 2004/07/06      2
 2625 │ 2004/07/09      4
 2626 │ 2004/07/10      1
 2627 │ 2004/07/13      1
 2628 │ 2004/07/14      1
 2629 │ 2004/07/16      1
 2630 │ 2004/07/17      1
 2631 │ 2004/07/21      1
 2632 │ 2004/07/22      3
 2633 │ 2004/07/27      1
 2634 │ 2004/07/28      5
 2635 │ 2004/07/29      1
 2636 │ 2004/07/31      1
 2637 │ 2004/08/03      2
 2638 │ 2004/08/05      1
 2639 │ 2004/08/06      1
 2640 │ 2004/08/11      1
 2641 │ 2004/08/13      1
 2642 │ 2004/08/17      1
 2643 │ 2004/08/21      1
 2644 │ 2004/08/24      2
 2645 │ 2004/08/27      2
 2646 │ 2004/08/28      1
 2647 │ 2004/09/01      2
 2648 │ 2004/09/02      2
 2649 │ 2004/09/03      3
 2650 │ 2004/09/04      1
 2651 │ 2004/09/07      3
 2652 │ 2004/09/09      2
 2653 │ 2004/09/10      1
 2654 │ 2004/09/11      1
 2655 │ 2004/09/14      6
 2656 │ 2004/09/15      5
 2657 │ 2004/09/16      2
 2658 │ 2004/09/17      1
 2659 │ 2004/09/18      2
 2660 │ 2004/09/24      1
 2661 │ 2004/09/25      1
 2662 │ 2004/09/28      2
 2663 │ 2004/09/29      3
 2664 │ 2004/10/01      4
 2665 │ 2004/10/06      1
 2666 │ 2004/10/07      2
