*** COUNTS ***
6234×2 DataFrame
  Row │ PM          N
      │ String15    Int64
──────┼───────────────────
 5280 │ 2018/09/25      2
 5281 │ 2018/09/27      2
 5282 │ 2018/09/28      3
 5283 │ 2018/09/29      1
 5284 │ 2018/09/30      1
 5285 │ 2018/10/01      1
 5286 │ 2018/10/03      4
 5287 │ 2018/10/04      3
 5288 │ 2018/10/05      2
 5289 │ 2018/10/07      2
 5290 │ 2018/10/09      2
 5291 │ 2018/10/12      4
 5292 │ 2018/10/13      3
 5293 │ 2018/10/14      1
 5294 │ 2018/10/16      1
 5295 │ 2018/10/17      1
 5296 │ 2018/10/18      1
 5297 │ 2018/10/20      1
 5298 │ 2018/10/21      1
 5299 │ 2018/10/22      1
 5300 │ 2018/10/23      2
 5301 │ 2018/10/24      2
 5302 │ 2018/10/26      6
 5303 │ 2018/10/27      4
 5304 │ 2018/10/28      1
 5305 │ 2018/10/30      2
 5306 │ 2018/11/01      2
 5307 │ 2018/11/06      7
 5308 │ 2018/11/07      2
 5309 │ 2018/11/08      2
 5310 │ 2018/11/09      4
 5311 │ 2018/11/10      4
 5312 │ 2018/11/11      1
 5313 │ 2018/11/13      1
 5314 │ 2018/11/15      1
 5315 │ 2018/11/16      2
 5316 │ 2018/11/18      1
 5317 │ 2018/11/21      2
 5318 │ 2018/11/23      1
 5319 │ 2018/11/24      2
 5320 │ 2018/11/25      1
 5321 │ 2018/11/27      2
 5322 │ 2018/11/30      1
 5323 │ 2018/12/01      1
 5324 │ 2018/12/06      4
 5325 │ 2018/12/07      6
 5326 │ 2018/12/12      5
 5327 │ 2018/12/13      1
 5328 │ 2018/12/14      9
 5329 │ 2018/12/15      1
 5330 │ 2018/12/18      3
 5331 │ 2018/12/19      2
 5332 │ 2018/12/20      4
 5333 │ 2018/12/21      6
 5334 │ 2018/12/24      1
 5335 │ 2018/12/26      1
 5336 │ 2018/12/27      1
 5337 │ 2018/12/28      1
 5338 │ 2018/12/29      1
 5339 │ 2018/12/31      1
 5340 │ 2019/01/01      3
 5341 │ 2019/01/03      3
 5342 │ 2019/01/04      2
 5343 │ 2019/01/05      1
 5344 │ 2019/01/08      1
 5345 │ 2019/01/09      3
 5346 │ 2019/01/11      3
 5347 │ 2019/01/15      4
 5348 │ 2019/01/17      2
 5349 │ 2019/01/18      1
 5350 │ 2019/01/19      2
 5351 │ 2019/01/20      1
 5352 │ 2019/01/22      1
 5353 │ 2019/01/23      3
 5354 │ 2019/01/24      6
 5355 │ 2019/01/25      1
 5356 │ 2019/01/27      3
 5357 │ 2019/01/29      1
 5358 │ 2019/01/30      3
 5359 │ 2019/01/31      2
 5360 │ 2019/02/01      5
 5361 │ 2019/02/02      2
 5362 │ 2019/02/03      2
 5363 │ 2019/02/05      3
 5364 │ 2019/02/06      2
 5365 │ 2019/02/08      1
 5366 │ 2019/02/09      1
 5367 │ 2019/02/10      1
 5368 │ 2019/02/11      1
 5369 │ 2019/02/12      2
 5370 │ 2019/02/13      6
 5371 │ 2019/02/14      4
 5372 │ 2019/02/15      3
 5373 │ 2019/02/16      1
 5374 │ 2019/02/18      3
 5375 │ 2019/02/19      1
 5376 │ 2019/02/23      1
 5377 │ 2019/02/24      1
 5378 │ 2019/02/25      1
 5379 │ 2019/02/26      4
 5380 │ 2019/03/01      2
 5381 │ 2019/03/02      2
 5382 │ 2019/03/04      2
 5383 │ 2019/03/05      1
 5384 │ 2019/03/06      3
 5385 │ 2019/03/07      3
 5386 │ 2019/03/08      1
 5387 │ 2019/03/09      4
 5388 │ 2019/03/10      1
 5389 │ 2019/03/11      1
 5390 │ 2019/03/13      3
 5391 │ 2019/03/14      4
 5392 │ 2019/03/15      2
 5393 │ 2019/03/16      2
 5394 │ 2019/03/19      1
 5395 │ 2019/03/20      5
 5396 │ 2019/03/21      3
 5397 │ 2019/03/22      1
 5398 │ 2019/03/23      4
 5399 │ 2019/03/25      2
 5400 │ 2019/03/27      2
 5401 │ 2019/03/28      1
 5402 │ 2019/03/29      4
 5403 │ 2019/03/30      1
 5404 │ 2019/04/01      1
 5405 │ 2019/04/02      2
 5406 │ 2019/04/05      1
 5407 │ 2019/04/06      5
 5408 │ 2019/04/09      3
 5409 │ 2019/04/10      1
 5410 │ 2019/04/11      1
 5411 │ 2019/04/13      3
 5412 │ 2019/04/16      2
 5413 │ 2019/04/17      2
 5414 │ 2019/04/18      1
 5415 │ 2019/04/19      1
 5416 │ 2019/04/21      2
 5417 │ 2019/04/22      3
 5418 │ 2019/04/23      1
 5419 │ 2019/04/24      2
 5420 │ 2019/04/25      1
 5421 │ 2019/04/26      5
 5422 │ 2019/04/27      1
 5423 │ 2019/04/28      1
 5424 │ 2019/04/30      3
 5425 │ 2019/05/01      4
 5426 │ 2019/05/03      4
 5427 │ 2019/05/06      1
 5428 │ 2019/05/07      1
 5429 │ 2019/05/08      3
 5430 │ 2019/05/09      1
 5431 │ 2019/05/12      1
 5432 │ 2019/05/13      1
 5433 │ 2019/05/15      1
 5434 │ 2019/05/16      2
 5435 │ 2019/05/17      3
 5436 │ 2019/05/18      3
 5437 │ 2019/05/20      1
 5438 │ 2019/05/21      3
 5439 │ 2019/05/22      1
 5440 │ 2019/05/23      1
 5441 │ 2019/05/24      3
 5442 │ 2019/05/28      9
 5443 │ 2019/05/29      1
 5444 │ 2019/05/30      2
 5445 │ 2019/05/31      5
 5446 │ 2019/06/04      2
 5447 │ 2019/06/05      1
 5448 │ 2019/06/07      4
 5449 │ 2019/06/09      1
 5450 │ 2019/06/10      1
 5451 │ 2019/06/11      1
 5452 │ 2019/06/13      5
 5453 │ 2019/06/14      3
 5454 │ 2019/06/15      6
 5455 │ 2019/06/16      1
 5456 │ 2019/06/17      2
 5457 │ 2019/06/18      1
 5458 │ 2019/06/19      2
 5459 │ 2019/06/20      1
 5460 │ 2019/06/21      2
 5461 │ 2019/06/22      1
 5462 │ 2019/06/24      1
 5463 │ 2019/06/25      1
 5464 │ 2019/06/28      4
 5465 │ 2019/06/30      2
 5466 │ 2019/07/01      1
 5467 │ 2019/07/02      2
 5468 │ 2019/07/03      2
 5469 │ 2019/07/04      3
 5470 │ 2019/07/05      1
 5471 │ 2019/07/06      1
 5472 │ 2019/07/08      1
 5473 │ 2019/07/10      3
 5474 │ 2019/07/12      2
 5475 │ 2019/07/13      2
 5476 │ 2019/07/14      1
 5477 │ 2019/07/16      2
 5478 │ 2019/07/17      1
 5479 │ 2019/07/19      3
 5480 │ 2019/07/20      4
 5481 │ 2019/07/22      4
 5482 │ 2019/07/23      4
 5483 │ 2019/07/25      6
 5484 │ 2019/07/26      2
 5485 │ 2019/07/28      2
 5486 │ 2019/07/29      1
 5487 │ 2019/07/30      2
 5488 │ 2019/07/31      4
 5489 │ 2019/08/01      2
 5490 │ 2019/08/02      1
 5491 │ 2019/08/06      4
 5492 │ 2019/08/07      2
 5493 │ 2019/08/08      2
 5494 │ 2019/08/09      1
 5495 │ 2019/08/10      3
 5496 │ 2019/08/11      1
 5497 │ 2019/08/14      1
 5498 │ 2019/08/15      1
 5499 │ 2019/08/17      2
 5500 │ 2019/08/20      3
 5501 │ 2019/08/21      3
 5502 │ 2019/08/23      5
 5503 │ 2019/08/24      4
 5504 │ 2019/08/25      1
 5505 │ 2019/08/28      2
 5506 │ 2019/08/30      4
 5507 │ 2019/08/31      1
 5508 │ 2019/09/02      1
 5509 │ 2019/09/03      4
 5510 │ 2019/09/06      2
 5511 │ 2019/09/07      4
 5512 │ 2019/09/08      1
 5513 │ 2019/09/09      1
 5514 │ 2019/09/10      1
 5515 │ 2019/09/11      1
 5516 │ 2019/09/13      2
 5517 │ 2019/09/14      3
 5518 │ 2019/09/17      1
 5519 │ 2019/09/19      2
 5520 │ 2019/09/20      2
 5521 │ 2019/09/21      1
 5522 │ 2019/09/22      1
 5523 │ 2019/09/24      1
 5524 │ 2019/09/25      1
 5525 │ 2019/09/26      4
 5526 │ 2019/09/27      2
 5527 │ 2019/09/29      3
 5528 │ 2019/10/01      3
 5529 │ 2019/10/02      1
 5530 │ 2019/10/03      2
 5531 │ 2019/10/04      1
 5532 │ 2019/10/05      1
 5533 │ 2019/10/08      2
 5534 │ 2019/10/09      1
 5535 │ 2019/10/10      1
 5536 │ 2019/10/11      1
 5537 │ 2019/10/12      1
 5538 │ 2019/10/15      2
 5539 │ 2019/10/16      2
 5540 │ 2019/10/17      2
 5541 │ 2019/10/18      1
 5542 │ 2019/10/20      2
 5543 │ 2019/10/21      1
 5544 │ 2019/10/22      4
 5545 │ 2019/10/23      2
 5546 │ 2019/10/24      2
 5547 │ 2019/10/26      1
 5548 │ 2019/10/28      7
 5549 │ 2019/10/29      2
 5550 │ 2019/10/30      1
 5551 │ 2019/10/31      1
 5552 │ 2019/11/02      3
 5553 │ 2019/11/05      2
 5554 │ 2019/11/07      5
 5555 │ 2019/11/09      1
 5556 │ 2019/11/11      2
 5557 │ 2019/11/13      3
 5558 │ 2019/11/14      4
 5559 │ 2019/11/15      3
 5560 │ 2019/11/16      5
 5561 │ 2019/11/17      1
 5562 │ 2019/11/18      2
 5563 │ 2019/11/20      1
 5564 │ 2019/11/21      2
 5565 │ 2019/11/22      1
 5566 │ 2019/11/23      3
 5567 │ 2019/11/25      3
 5568 │ 2019/11/26      2
 5569 │ 2019/11/28      2
 5570 │ 2019/11/30      4
 5571 │ 2019/12/02      1
 5572 │ 2019/12/04      4
 5573 │ 2019/12/05      3
 5574 │ 2019/12/06      2
 5575 │ 2019/12/10      1
 5576 │ 2019/12/11      2
 5577 │ 2019/12/12      1
 5578 │ 2019/12/13      2
 5579 │ 2019/12/14      1
 5580 │ 2019/12/15      3
 5581 │ 2019/12/16      2
 5582 │ 2019/12/17      4
 5583 │ 2019/12/18      4
 5584 │ 2019/12/19      7
 5585 │ 2019/12/20      1
 5586 │ 2019/12/21      2
 5587 │ 2019/12/22      1
 5588 │ 2019/12/25      4
 5589 │ 2019/12/26      1
 5590 │ 2019/12/27      2
 5591 │ 2019/12/28      1
 5592 │ 2019/12/31      1
 5593 │ 2020/01/01      1
 5594 │ 2020/01/02      1
 5595 │ 2020/01/03      2
 5596 │ 2020/01/04      1
 5597 │ 2020/01/05      1
 5598 │ 2020/01/07      2
 5599 │ 2020/01/08      1
 5600 │ 2020/01/09      2
 5601 │ 2020/01/10      1
 5602 │ 2020/01/11      5
 5603 │ 2020/01/12      3
 5604 │ 2020/01/14      5
 5605 │ 2020/01/15      4
 5606 │ 2020/01/19      2
 5607 │ 2020/01/20      2
 5608 │ 2020/01/21      3
 5609 │ 2020/01/22      3
 5610 │ 2020/01/26      3
 5611 │ 2020/01/27      2
 5612 │ 2020/01/28      4
 5613 │ 2020/01/29      3
 5614 │ 2020/01/30      2
 5615 │ 2020/01/31      5
 5616 │ 2020/02/01      3
 5617 │ 2020/02/02      1
 5618 │ 2020/02/03      1
 5619 │ 2020/02/06      8
 5620 │ 2020/02/07      1
 5621 │ 2020/02/08      3
 5622 │ 2020/02/11      2
 5623 │ 2020/02/12      1
 5624 │ 2020/02/13      4
 5625 │ 2020/02/15      1
 5626 │ 2020/02/16      1
 5627 │ 2020/02/18      3
 5628 │ 2020/02/19      5
 5629 │ 2020/02/20      1
 5630 │ 2020/02/23      8
 5631 │ 2020/02/25      1
 5632 │ 2020/02/26      2
 5633 │ 2020/02/27      5
 5634 │ 2020/02/29      3
 5635 │ 2020/03/01      2
 5636 │ 2020/03/03      1
 5637 │ 2020/03/04      1
 5638 │ 2020/03/05      6
 5639 │ 2020/03/07      8
 5640 │ 2020/03/10      2
 5641 │ 2020/03/11      2
 5642 │ 2020/03/12      2
 5643 │ 2020/03/13      1
 5644 │ 2020/03/14      2
 5645 │ 2020/03/17      3
 5646 │ 2020/03/18      2
 5647 │ 2020/03/19      1
 5648 │ 2020/03/20      1
 5649 │ 2020/03/21      2
 5650 │ 2020/03/22      4
 5651 │ 2020/03/23      2
 5652 │ 2020/03/24      2
 5653 │ 2020/03/25      1
 5654 │ 2020/03/29      3
 5655 │ 2020/03/30      1
 5656 │ 2020/04/01      2
 5657 │ 2020/04/02      1
 5658 │ 2020/04/03      2
 5659 │ 2020/04/05      3
 5660 │ 2020/04/06      1
 5661 │ 2020/04/07      1
 5662 │ 2020/04/08      2
 5663 │ 2020/04/09      2
 5664 │ 2020/04/10      3
 5665 │ 2020/04/11      1
 5666 │ 2020/04/12      2
 5667 │ 2020/04/13      1
 5668 │ 2020/04/14      3
 5669 │ 2020/04/15      4
 5670 │ 2020/04/16      1
 5671 │ 2020/04/17      2
 5672 │ 2020/04/18      4
 5673 │ 2020/04/19      2
 5674 │ 2020/04/20      2
 5675 │ 2020/04/21      1
 5676 │ 2020/04/22      1
 5677 │ 2020/04/23      5
 5678 │ 2020/04/24      1
 5679 │ 2020/04/25      2
 5680 │ 2020/04/26      2
 5681 │ 2020/04/28      7
 5682 │ 2020/04/29      2
 5683 │ 2020/04/30      3
 5684 │ 2020/05/01      4
 5685 │ 2020/05/02      3
 5686 │ 2020/05/03      1
 5687 │ 2020/05/05      1
 5688 │ 2020/05/06      2
 5689 │ 2020/05/07      2
 5690 │ 2020/05/08      3
 5691 │ 2020/05/10      2
 5692 │ 2020/05/13      1
 5693 │ 2020/05/14      5
 5694 │ 2020/05/15      2
 5695 │ 2020/05/16      2
 5696 │ 2020/05/18      5
 5697 │ 2020/05/19      2
 5698 │ 2020/05/20      3
 5699 │ 2020/05/21      2
 5700 │ 2020/05/22      1
 5701 │ 2020/05/23      4
 5702 │ 2020/05/24      1
 5703 │ 2020/05/25      2
 5704 │ 2020/05/26      2
 5705 │ 2020/05/28      1
 5706 │ 2020/05/29      5
 5707 │ 2020/05/30      2
 5708 │ 2020/05/31      1
 5709 │ 2020/06/02      4
 5710 │ 2020/06/03      3
 5711 │ 2020/06/04      3
 5712 │ 2020/06/05      6
 5713 │ 2020/06/06      1
 5714 │ 2020/06/09      2
 5715 │ 2020/06/10      5
 5716 │ 2020/06/11      4
 5717 │ 2020/06/12      2
 5718 │ 2020/06/13      1
 5719 │ 2020/06/14      3
 5720 │ 2020/06/15      2
 5721 │ 2020/06/17      5
 5722 │ 2020/06/18      2
 5723 │ 2020/06/20      5
 5724 │ 2020/06/21      2
 5725 │ 2020/06/24      2
 5726 │ 2020/06/25      2
 5727 │ 2020/06/26      2
 5728 │ 2020/06/27      2
 5729 │ 2020/06/28      1
 5730 │ 2020/07/01      3
 5731 │ 2020/07/02      3
 5732 │ 2020/07/03      4
 5733 │ 2020/07/04      5
 5734 │ 2020/07/06      1
 5735 │ 2020/07/07      1
 5736 │ 2020/07/08      1
 5737 │ 2020/07/09      1
 5738 │ 2020/07/10      2
 5739 │ 2020/07/11      1
 5740 │ 2020/07/12      2
 5741 │ 2020/07/13      2
 5742 │ 2020/07/14      2
 5743 │ 2020/07/15      1
 5744 │ 2020/07/16      2
 5745 │ 2020/07/17      2
 5746 │ 2020/07/18      2
 5747 │ 2020/07/19      1
 5748 │ 2020/07/20      3
 5749 │ 2020/07/21      1
 5750 │ 2020/07/22      3
 5751 │ 2020/07/23      4
 5752 │ 2020/07/24      4
 5753 │ 2020/07/25      1
 5754 │ 2020/07/28      7
 5755 │ 2020/07/29      2
 5756 │ 2020/07/30      1
 5757 │ 2020/07/31      1
 5758 │ 2020/08/01      1
 5759 │ 2020/08/03      2
 5760 │ 2020/08/04      2
 5761 │ 2020/08/05      2
 5762 │ 2020/08/06      5
 5763 │ 2020/08/07      1
 5764 │ 2020/08/08      2
 5765 │ 2020/08/09      4
 5766 │ 2020/08/11      4
 5767 │ 2020/08/12      2
 5768 │ 2020/08/13      1
 5769 │ 2020/08/14      6
 5770 │ 2020/08/15      3
 5771 │ 2020/08/18      1
 5772 │ 2020/08/20      3
 5773 │ 2020/08/21      1
 5774 │ 2020/08/23      1
 5775 │ 2020/08/24      1
 5776 │ 2020/08/25      2
 5777 │ 2020/08/26      2
 5778 │ 2020/08/28      4
 5779 │ 2020/08/29      2
 5780 │ 2020/08/30      1
 5781 │ 2020/08/31      1
 5782 │ 2020/09/02      2
 5783 │ 2020/09/04      3
 5784 │ 2020/09/05      1
 5785 │ 2020/09/06      2
 5786 │ 2020/09/07      2
 5787 │ 2020/09/09      5
 5788 │ 2020/09/10      1
 5789 │ 2020/09/11      2
 5790 │ 2020/09/14      1
 5791 │ 2020/09/15      3
 5792 │ 2020/09/16      2
 5793 │ 2020/09/17      4
 5794 │ 2020/09/19      1
 5795 │ 2020/09/20      1
 5796 │ 2020/09/21      1
 5797 │ 2020/09/22      3
 5798 │ 2020/09/24      4
 5799 │ 2020/09/25      3
 5800 │ 2020/09/26      7
 5801 │ 2020/09/28      1
 5802 │ 2020/09/29      7
 5803 │ 2020/09/30      1
 5804 │ 2020/10/01      1
 5805 │ 2020/10/02      4
 5806 │ 2020/10/03      5
 5807 │ 2020/10/06      2
 5808 │ 2020/10/08      2
 5809 │ 2020/10/09      3
 5810 │ 2020/10/11      1
 5811 │ 2020/10/13      1
 5812 │ 2020/10/14      2
 5813 │ 2020/10/15      1
 5814 │ 2020/10/16      1
 5815 │ 2020/10/17      1
 5816 │ 2020/10/18      2
 5817 │ 2020/10/20      1
 5818 │ 2020/10/23      3
 5819 │ 2020/10/24      4
 5820 │ 2020/10/26      1
 5821 │ 2020/10/27      3
 5822 │ 2020/10/29      2
 5823 │ 2020/10/30      2
 5824 │ 2020/10/31      2
 5825 │ 2020/11/03      6
 5826 │ 2020/11/04      5
 5827 │ 2020/11/06      2
 5828 │ 2020/11/07      1
 5829 │ 2020/11/10      4
 5830 │ 2020/11/11      1
 5831 │ 2020/11/12      1
 5832 │ 2020/11/13      4
 5833 │ 2020/11/14      4
 5834 │ 2020/11/16      1
 5835 │ 2020/11/17      6
 5836 │ 2020/11/19      3
 5837 │ 2020/11/20      2
 5838 │ 2020/11/21      2
 5839 │ 2020/11/22      1
 5840 │ 2020/11/23      3
 5841 │ 2020/11/24      2
 5842 │ 2020/11/25      1
 5843 │ 2020/11/26      3
 5844 │ 2020/11/27      3
 5845 │ 2020/11/29      2
 5846 │ 2020/11/30      1
 5847 │ 2020/12/01      1
 5848 │ 2020/12/02      4
 5849 │ 2020/12/05      2
 5850 │ 2020/12/06      2
 5851 │ 2020/12/08      3
 5852 │ 2020/12/09      2
 5853 │ 2020/12/10      1
 5854 │ 2020/12/11      5
 5855 │ 2020/12/12      4
 5856 │ 2020/12/15      4
 5857 │ 2020/12/16      1
 5858 │ 2020/12/17      1
 5859 │ 2020/12/18      2
 5860 │ 2020/12/19      2
 5861 │ 2020/12/21      1
 5862 │ 2020/12/22      6
 5863 │ 2020/12/23      4
 5864 │ 2020/12/24      1
 5865 │ 2020/12/29      4
 5866 │ 2020/12/30      2
 5867 │ 2020/12/31      1
 5868 │ 2021/01/01      1
 5869 │ 2021/01/02      2
 5870 │ 2021/01/04      1
 5871 │ 2021/01/05      2
 5872 │ 2021/01/06      1
 5873 │ 2021/01/07      2
 5874 │ 2021/01/08      4
 5875 │ 2021/01/09      5
 5876 │ 2021/01/12      3
 5877 │ 2021/01/13      1
 5878 │ 2021/01/14      1
 5879 │ 2021/01/15      2
 5880 │ 2021/01/16      2
 5881 │ 2021/01/17      3
 5882 │ 2021/01/18      2
 5883 │ 2021/01/19      4
 5884 │ 2021/01/20      2
 5885 │ 2021/01/21      3
 5886 │ 2021/01/22      3
 5887 │ 2021/01/23      1
 5888 │ 2021/01/24      2
 5889 │ 2021/01/25      1
 5890 │ 2021/01/26      4
 5891 │ 2021/01/28      1
 5892 │ 2021/01/29      1
 5893 │ 2021/01/30      1
 5894 │ 2021/02/01      1
 5895 │ 2021/02/02      2
 5896 │ 2021/02/03      3
 5897 │ 2021/02/04      1
 5898 │ 2021/02/05      5
 5899 │ 2021/02/06      2
 5900 │ 2021/02/07      4
 5901 │ 2021/02/08      1
 5902 │ 2021/02/09      1
 5903 │ 2021/02/10      1
 5904 │ 2021/02/12      1
 5905 │ 2021/02/13      3
 5906 │ 2021/02/15      1
 5907 │ 2021/02/16      4
 5908 │ 2021/02/17      1
 5909 │ 2021/02/19      2
 5910 │ 2021/02/20      4
 5911 │ 2021/02/22      1
 5912 │ 2021/02/23      2
 5913 │ 2021/02/25      1
 5914 │ 2021/02/27      5
 5915 │ 2021/02/28      1
 5916 │ 2021/03/02      7
 5917 │ 2021/03/03      1
 5918 │ 2021/03/04      6
 5919 │ 2021/03/05      6
 5920 │ 2021/03/06      1
 5921 │ 2021/03/07      3
 5922 │ 2021/03/09      1
 5923 │ 2021/03/10      1
 5924 │ 2021/03/12      1
 5925 │ 2021/03/15      1
 5926 │ 2021/03/16      6
 5927 │ 2021/03/17      5
 5928 │ 2021/03/18      4
 5929 │ 2021/03/19      2
 5930 │ 2021/03/20      3
 5931 │ 2021/03/23      2
 5932 │ 2021/03/24      1
 5933 │ 2021/03/25      3
 5934 │ 2021/03/26      1
 5935 │ 2021/03/27      3
 5936 │ 2021/03/28      1
 5937 │ 2021/03/30      1
 5938 │ 2021/03/31      1
 5939 │ 2021/04/01      3
 5940 │ 2021/04/02      1
 5941 │ 2021/04/03      3
 5942 │ 2021/04/04      4
 5943 │ 2021/04/06      4
 5944 │ 2021/04/08      2
 5945 │ 2021/04/09      7
 5946 │ 2021/04/10      2
 5947 │ 2021/04/13      3
 5948 │ 2021/04/14      1
 5949 │ 2021/04/15      1
 5950 │ 2021/04/17      2
 5951 │ 2021/04/19      2
 5952 │ 2021/04/20      3
 5953 │ 2021/04/21      1
 5954 │ 2021/04/22      1
 5955 │ 2021/04/23      2
 5956 │ 2021/04/24      1
 5957 │ 2021/04/25      1
 5958 │ 2021/04/29      1
 5959 │ 2021/05/01      7
 5960 │ 2021/05/02      2
 5961 │ 2021/05/04      6
 5962 │ 2021/05/06      1
 5963 │ 2021/05/07      3
 5964 │ 2021/05/08      3
 5965 │ 2021/05/09      1
 5966 │ 2021/05/11      2
 5967 │ 2021/05/12      1
 5968 │ 2021/05/13      2
 5969 │ 2021/05/15      1
 5970 │ 2021/05/16      1
 5971 │ 2021/05/17      1
 5972 │ 2021/05/18      7
 5973 │ 2021/05/20      1
 5974 │ 2021/05/22      1
 5975 │ 2021/05/23      2
 5976 │ 2021/05/24      3
 5977 │ 2021/05/25      3
 5978 │ 2021/05/27      3
 5979 │ 2021/05/28      2
 5980 │ 2021/05/29      5
 5981 │ 2021/05/30      4
 5982 │ 2021/06/01      5
 5983 │ 2021/06/02      2
 5984 │ 2021/06/03     10
 5985 │ 2021/06/05      4
 5986 │ 2021/06/06      1
 5987 │ 2021/06/08      4
 5988 │ 2021/06/09      1
 5989 │ 2021/06/10      2
 5990 │ 2021/06/11      2
 5991 │ 2021/06/12      4
 5992 │ 2021/06/15      3
 5993 │ 2021/06/16      1
 5994 │ 2021/06/17      1
 5995 │ 2021/06/18      2
 5996 │ 2021/06/19      2
 5997 │ 2021/06/20      1
 5998 │ 2021/06/21      1
 5999 │ 2021/06/22      1
 6000 │ 2021/06/23      3
 6001 │ 2021/06/24      1
 6002 │ 2021/06/25      3
 6003 │ 2021/06/27      2
 6004 │ 2021/06/28      1
 6005 │ 2021/06/29      6
 6006 │ 2021/07/01      2
 6007 │ 2021/07/02      3
 6008 │ 2021/07/03      9
 6009 │ 2021/07/04      1
 6010 │ 2021/07/06      7
 6011 │ 2021/07/07      5
 6012 │ 2021/07/08      2
 6013 │ 2021/07/09      3
 6014 │ 2021/07/10      1
 6015 │ 2021/07/11      1
 6016 │ 2021/07/12      1
 6017 │ 2021/07/13      3
 6018 │ 2021/07/14      3
 6019 │ 2021/07/15      2
 6020 │ 2021/07/16      4
 6021 │ 2021/07/17      2
 6022 │ 2021/07/18      1
 6023 │ 2021/07/19      2
 6024 │ 2021/07/20      2
 6025 │ 2021/07/21      2
 6026 │ 2021/07/22      1
 6027 │ 2021/07/23      3
 6028 │ 2021/07/24      5
 6029 │ 2021/07/25      1
 6030 │ 2021/07/26      2
 6031 │ 2021/07/27      3
 6032 │ 2021/07/28      2
 6033 │ 2021/07/29     15
 6034 │ 2021/07/30      2
 6035 │ 2021/07/31      2
 6036 │ 2021/08/02      1
 6037 │ 2021/08/03      4
 6038 │ 2021/08/04      1
 6039 │ 2021/08/05      2
 6040 │ 2021/08/06      4
 6041 │ 2021/08/08      2
 6042 │ 2021/08/09      2
 6043 │ 2021/08/10      7
 6044 │ 2021/08/11      1
 6045 │ 2021/08/12      3
 6046 │ 2021/08/13      2
 6047 │ 2021/08/14      2
 6048 │ 2021/08/15      2
 6049 │ 2021/08/16      1
 6050 │ 2021/08/17      7
 6051 │ 2021/08/18      2
 6052 │ 2021/08/19      2
 6053 │ 2021/08/21      1
 6054 │ 2021/08/24      1
 6055 │ 2021/08/26      3
 6056 │ 2021/08/27      7
 6057 │ 2021/08/28      3
 6058 │ 2021/08/29      3
 6059 │ 2021/08/30      1
 6060 │ 2021/08/31      1
 6061 │ 2021/09/01      5
 6062 │ 2021/09/02      1
 6063 │ 2021/09/03      4
 6064 │ 2021/09/04      2
 6065 │ 2021/09/05      1
 6066 │ 2021/09/06      1
 6067 │ 2021/09/07      3
 6068 │ 2021/09/10      1
 6069 │ 2021/09/11      4
 6070 │ 2021/09/12      3
 6071 │ 2021/09/14      6
 6072 │ 2021/09/15      2
 6073 │ 2021/09/16      1
 6074 │ 2021/09/17      1
 6075 │ 2021/09/18      3
 6076 │ 2021/09/19      1
 6077 │ 2021/09/21      2
 6078 │ 2021/09/22      2
 6079 │ 2021/09/23      2
 6080 │ 2021/09/24      2
 6081 │ 2021/09/25      2
 6082 │ 2021/09/27      2
 6083 │ 2021/09/28      3
 6084 │ 2021/09/29      5
 6085 │ 2021/09/30      2
 6086 │ 2021/10/02      2
 6087 │ 2021/10/03      1
 6088 │ 2021/10/05      3
 6089 │ 2021/10/06      1
 6090 │ 2021/10/07      1
 6091 │ 2021/10/08      1
 6092 │ 2021/10/09      1
 6093 │ 2021/10/11      1
 6094 │ 2021/10/12      4
 6095 │ 2021/10/13      3
 6096 │ 2021/10/14      2
 6097 │ 2021/10/16      1
 6098 │ 2021/10/17      1
 6099 │ 2021/10/20      1
 6100 │ 2021/10/21      2
 6101 │ 2021/10/22      3
 6102 │ 2021/10/23      3
 6103 │ 2021/10/24      3
 6104 │ 2021/10/26      1
 6105 │ 2021/10/27      3
 6106 │ 2021/10/28      1
 6107 │ 2021/10/29      1
 6108 │ 2021/10/30      4
 6109 │ 2021/11/01      1
 6110 │ 2021/11/02      2
 6111 │ 2021/11/04      1
 6112 │ 2021/11/05      1
 6113 │ 2021/11/06      1
 6114 │ 2021/11/09      4
 6115 │ 2021/11/10      1
 6116 │ 2021/11/11      7
 6117 │ 2021/11/12      1
 6118 │ 2021/11/13      2
 6119 │ 2021/11/14      2
 6120 │ 2021/11/15      2
 6121 │ 2021/11/16      4
 6122 │ 2021/11/19      1
 6123 │ 2021/11/20      3
 6124 │ 2021/11/22      1
 6125 │ 2021/11/23      5
 6126 │ 2021/11/24      2
 6127 │ 2021/11/25      1
 6128 │ 2021/11/26      1
 6129 │ 2021/11/28      3
 6130 │ 2021/12/02      3
 6131 │ 2021/12/03      2
 6132 │ 2021/12/04      4
 6133 │ 2021/12/06      1
 6134 │ 2021/12/07      6
 6135 │ 2021/12/09      3
 6136 │ 2021/12/10      1
 6137 │ 2021/12/11      4
 6138 │ 2021/12/14      1
 6139 │ 2021/12/15      3
 6140 │ 2021/12/17      1
 6141 │ 2021/12/18      2
 6142 │ 2021/12/20      1
 6143 │ 2021/12/21      2
 6144 │ 2021/12/22      1
 6145 │ 2021/12/24      4
 6146 │ 2021/12/25      5
 6147 │ 2021/12/27      1
 6148 │ 2021/12/28      2
 6149 │ 2021/12/29      2
 6150 │ 2021/12/30      2
